age,job,marital,education,balance,housing,duration,campaign,subscribed
41,9,1,3,-60,1,518,6,0
49,8,0,1,2860,1,740,1,0
58,8,1,2,7352,0,36,8,0
30,5,1,3,2344,0,133,12,0
42,5,2,1,2430,0,117,9,0
52,7,2,2,5257,0,168,19,0
35,8,1,0,1090,1,394,26,0
51,8,0,0,12,1,6,7,0
32,6,0,2,-1352,1,492,1,0
30,6,2,3,3049,0,85,5,0
35,11,0,2,993,1,785,5,1
40,1,0,1,-2353,0,11,23,0
25,10,0,2,3098,1,83,8,0
34,4,2,1,1307,1,206,20,0
26,10,0,2,-1913,1,68,23,0
42,7,1,2,-2150,0,488,7,0
41,2,2,3,-3149,1,55,6,0
36,5,1,1,1675,1,416,23,0
29,6,1,1,5222,1,612,10,0
27,3,1,2,1831,1,72,27,0
69,9,2,1,-2479,1,165,9,0
47,9,1,0,-1176,1,626,28,0
51,0,2,3,-437,1,173,4,0
39,4,0,1,1970,0,460,26,0
48,9,2,1,1448,1,60,29,0
37,2,0,3,3573,1,70,26,0
51,11,1,0,4767,0,144,17,1
29,1,0,2,-173,0,63,10,0
41,8,1,0,1186,1,268,29,0
35,11,2,3,1848,1,28,20,0
49,11,2,0,-928,0,122,29,0
35,3,2,3,6233,1,345,5,0
35,2,0,1,3386,1,13,3,0
43,5,0,0,-3039,1,500,19,0
52,9,1,0,-3624,1,193,9,0
26,8,1,0,-2247,1,241,3,0
32,8,1,2,3260,1,29,1,0
41,7,0,3,2155,1,6,7,0
50,8,1,2,3248,1,61,29,0
58,10,0,2,520,1,175,22,0
45,8,0,2,3103,1,112,18,0
39,3,0,0,5100,1,125,23,0
47,11,1,0,3206,0,317,18,1
33,3,1,3,-837,0,115,10,0
39,4,2,0,5135,1,147,3,0
45,5,1,1,7639,1,432,29,0
26,0,0,2,5260,0,28,28,0
27,0,2,0,3522,1,625,27,0
58,1,1,2,-484,0,218,11,0
33,2,0,2,1172,0,67,6,0
28,9,0,1,2771,0,76,3,0
39,8,0,0,-938,0,48,2,0
58,7,2,3,3931,1,345,23,0
51,5,1,0,1496,1,240,25,0
41,10,1,0,3714,1,623,23,0
36,1,1,1,7742,1,140,12,0
29,10,0,1,-1314,0,111,7,0
43,5,1,0,6910,1,45,23,0
42,10,2,3,-96,1,87,11,0
64,5,1,3,4842,0,934,14,1
60,7,2,3,-1412,1,103,22,0
35,4,2,2,3984,1,292,22,1
46,0,1,3,291,0,184,7,0
50,6,1,3,1154,1,86,1,0
44,6,2,1,3039,1,152,9,0
59,6,0,1,2828,1,265,21,1
27,5,1,2,3228,0,424,3,0
46,10,0,0,3054,0,177,15,0
38,4,1,1,4453,1,256,8,0
32,11,2,0,-3685,1,173,21,0
30,0,1,2,-796,0,285,18,0
46,8,1,0,865,1,155,29,0
52,7,0,0,1935,0,103,3,0
47,1,0,1,219,1,78,21,0
40,8,0,0,3102,0,31,4,0
46,8,1,1,-501,1,892,8,0
55,11,1,3,5055,1,11,18,0
29,0,2,0,684,1,89,20,0
49,8,0,0,-1019,1,8,15,0
53,7,1,1,1667,1,78,23,0
53,9,0,3,1584,1,46,9,0
34,1,1,2,-2105,1,43,4,0
52,1,1,0,-1504,1,8,17,0
45,10,1,3,3998,1,20,2,0
36,2,2,3,1244,0,175,24,0
37,6,1,1,-1,1,345,11,0
59,4,2,0,5766,1,115,3,0
51,4,2,3,-684,1,176,16,0
34,10,1,1,-1569,0,209,4,0
46,3,0,2,3113,1,14,25,0
45,0,1,0,-854,0,420,17,0
42,3,1,0,2413,0,29,10,0
30,0,2,0,4080,1,8,28,0
45,0,2,3,-868,1,140,9,0
31,2,2,3,8125,1,40,18,1
33,5,2,0,2652,0,85,19,0
54,7,1,3,-704,0,37,3,0
36,6,1,1,1919,0,36,12,0
47,8,2,0,1552,1,59,22,0
34,11,0,0,571,1,552,20,0
40,8,0,3,-398,0,263,24,0
52,4,1,2,5495,1,226,11,0
29,4,1,0,2121,1,449,6,0
36,7,2,0,-2035,0,167,12,0
31,3,2,3,370,1,72,16,0
38,0,1,2,-3427,0,94,1,1
31,2,0,0,3658,0,305,27,0
65,5,0,3,-1088,0,643,10,0
42,1,1,1,5214,0,300,24,0
38,10,2,0,125,1,422,13,0
35,5,2,1,4766,1,356,18,0
49,6,2,3,215,0,110,28,0
45,1,2,2,5346,1,85,12,0
18,9,1,1,1223,0,32,28,0
27,8,1,2,758,1,473,16,0
56,6,1,1,4334,0,33,14,0
60,2,2,3,2619,1,199,18,0
35,3,1,1,1566,0,145,29,0
38,9,2,3,-4244,0,55,7,0
27,3,2,3,1510,0,119,24,0
44,7,1,2,-1268,0,35,21,0
46,10,0,1,-28,0,105,15,0
53,4,0,3,5094,1,382,27,0
38,3,1,0,661,1,68,27,0
47,0,1,2,6094,1,765,21,1
44,8,1,0,1442,0,318,7,0
50,7,2,3,-1646,0,9,4,0
36,7,0,0,5215,0,92,7,0
37,3,2,0,109,1,30,9,0
31,8,1,1,5173,1,11,3,0
49,3,1,3,-1553,1,341,25,0
18,2,0,0,-21,0,284,27,0
30,6,1,2,5586,1,327,14,0
18,3,1,0,-1091,0,54,28,0
28,8,0,2,3102,0,438,11,1
35,4,2,3,1912,1,568,19,0
27,10,2,0,-2099,0,493,20,0
26,1,0,2,-1922,0,104,12,0
18,4,1,3,1682,1,1423,12,1
45,3,1,2,-13,0,62,8,0
34,0,0,1,587,0,211,1,0
45,9,1,2,-2771,1,50,29,0
21,5,0,2,-4771,0,173,23,0
54,0,0,2,-1086,0,119,20,0
44,7,1,0,6941,1,276,12,0
67,2,2,2,-1149,1,32,25,0
41,6,1,0,2140,1,748,13,1
52,3,1,3,6032,1,376,26,0
38,9,0,3,-450,0,122,8,1
34,10,1,2,1926,1,316,2,0
37,1,0,2,256,0,114,29,0
47,1,2,1,-263,0,393,1,0
41,7,1,1,4087,1,1069,6,0
49,2,2,2,-2227,0,608,15,1
35,8,1,3,792,1,25,5,0
43,11,1,3,-2839,0,224,6,0
40,0,0,3,2896,0,579,29,0
39,7,2,0,3528,1,397,1,0
57,8,0,3,3021,1,1155,1,1
31,5,2,1,751,1,22,27,0
18,4,0,0,1696,0,78,17,0
29,7,0,2,-301,0,39,20,0
34,1,0,2,-99,1,143,28,0
26,0,1,2,2676,0,241,10,0
31,4,0,2,-4197,1,352,3,0
37,5,2,1,6119,0,135,16,0
48,2,0,0,-1264,1,525,22,0
41,4,0,2,5278,0,145,23,1
28,11,0,2,880,1,288,1,0
26,8,0,1,2428,1,87,29,0
58,6,1,2,-1159,0,689,27,0
29,4,1,0,-1383,0,811,2,0
25,4,2,0,-2420,0,90,1,0
21,4,1,1,-2692,0,10,21,0
50,9,1,0,-1001,0,122,5,0
34,4,2,0,1534,0,145,6,0
18,2,2,0,4175,0,43,19,0
37,0,0,2,2512,1,70,10,0
41,7,1,2,2412,1,151,8,0
38,9,1,3,4052,1,357,7,0
42,8,2,1,2582,0,261,25,1
36,10,2,3,5733,1,757,19,1
44,7,2,2,-1591,0,211,11,0
30,5,1,0,3304,1,236,4,0
42,1,1,1,-2377,1,71,20,0
33,4,2,2,2486,1,453,9,0
35,5,2,3,2890,1,837,4,1
19,7,1,3,4172,1,47,12,0
46,9,2,0,-1297,1,271,11,0
37,2,0,0,4175,1,582,19,0
39,4,2,0,2673,0,17,10,1
32,11,0,2,-493,1,46,24,0
53,8,1,1,-2625,1,250,24,0
44,6,0,1,430,1,163,13,0
31,3,0,1,5485,0,334,27,0
46,11,2,2,3824,0,178,29,0
56,6,0,2,644,0,741,15,0
39,4,0,0,5247,1,362,10,1
59,0,1,2,-2597,0,95,18,0
35,10,0,3,41,1,559,8,0
32,3,1,3,768,1,86,15,1
38,1,2,0,-683,0,374,21,0
43,10,1,3,2932,1,221,13,0
57,7,0,3,6219,1,178,22,0
46,0,2,3,2392,0,9,3,1
35,1,0,3,1871,0,54,24,1
54,3,1,0,507,0,382,6,1
70,2,1,1,-2579,0,131,7,0
57,11,2,1,-3929,0,217,13,0
31,3,2,2,1285,0,103,2,0
30,6,0,1,-1253,0,551,25,0
46,11,0,3,-2423,1,670,15,0
49,8,1,1,-1387,0,48,18,0
46,3,2,2,-834,0,105,21,0
31,8,1,2,6095,1,183,11,0
58,0,0,3,598,0,314,7,0
39,8,2,1,4041,0,192,7,0
38,2,0,0,3551,1,3,3,0
42,10,0,0,2818,0,705,22,0
24,0,0,3,2526,1,509,28,0
19,10,2,0,3881,1,340,1,0
40,11,2,3,1051,0,445,25,0
46,9,0,3,1724,0,399,1,0
49,2,0,3,7277,1,125,16,0
31,7,0,3,4751,0,686,22,1
53,1,0,0,133,0,343,14,0
34,5,1,3,5385,0,193,12,0
38,3,0,3,1302,1,229,14,0
45,3,0,1,2655,1,53,5,0
43,6,1,3,4675,0,62,16,0
18,6,0,2,-2226,1,65,17,0
20,1,0,2,4814,1,884,27,0
20,11,1,2,-1379,0,77,19,0
65,7,1,1,809,1,97,13,0
38,0,0,2,3952,1,143,26,0
46,11,1,2,4607,1,137,23,0
40,6,0,2,1595,0,254,18,0
47,6,1,2,7049,0,61,19,0
30,8,0,3,-4402,0,126,19,0
52,8,2,3,1610,1,334,24,0
20,11,0,1,3389,0,10,20,0
36,4,1,2,4064,0,90,2,0
49,6,1,2,-3578,0,37,11,0
41,10,0,1,388,1,366,12,1
48,8,2,0,3676,1,209,13,0
41,3,0,2,5066,1,42,23,0
51,6,2,0,3489,1,153,14,0
27,2,0,3,6118,0,65,24,0
39,6,2,2,376,0,151,22,0
46,0,1,0,807,1,452,21,1
57,7,0,0,3415,1,238,24,0
45,6,0,3,4579,1,24,21,0
22,6,0,3,4815,1,103,23,0
33,6,0,2,4205,0,17,14,0
43,7,1,0,4384,1,204,1,0
41,7,0,2,3721,0,696,1,1
44,9,2,3,6564,0,92,6,0
36,2,0,2,1655,0,272,25,0
64,6,2,1,3253,1,39,18,0
45,2,1,1,2787,0,34,13,1
62,7,1,2,-1439,1,180,24,0
35,3,1,1,-1266,1,267,8,0
21,2,0,0,5497,0,170,17,0
40,5,2,0,1513,0,129,13,0
31,5,0,1,1127,1,715,22,0
43,8,1,1,-37,0,17,2,1
53,4,1,0,-755,1,25,6,0
46,3,0,0,5767,0,173,13,0
46,9,2,2,-1985,1,636,11,0
40,9,1,3,6282,1,12,14,0
47,6,0,2,5612,1,139,18,0
47,9,0,3,-1034,1,149,17,0
40,9,0,3,-1493,1,4,26,0
37,2,0,1,7591,1,0,28,0
50,7,2,1,66,1,107,9,0
47,7,2,0,1155,0,15,26,0
49,3,1,2,718,1,649,13,0
56,1,0,2,2488,0,30,9,0
37,0,1,0,2433,0,100,27,0
28,4,2,3,3174,1,70,27,0
49,9,2,1,1159,0,10,23,0
33,11,2,3,2974,1,12,26,0
23,6,2,2,3109,1,662,13,0
54,7,1,3,2227,1,19,22,0
38,7,2,0,-926,0,680,6,0
38,7,1,3,3463,0,108,12,0
32,7,2,1,923,1,73,1,0
57,8,1,2,725,0,78,16,1
47,5,0,2,1959,1,42,7,0
46,8,1,0,-1586,1,281,7,0
44,1,1,1,1104,1,13,22,0
46,7,1,0,-547,1,184,19,0
32,10,1,3,7346,0,901,5,1
60,7,1,1,-5412,0,382,9,0
26,1,1,2,2607,1,355,3,0
36,6,2,1,3212,1,28,27,0
35,8,2,3,-4659,0,70,9,0
65,9,0,2,793,1,243,27,0
38,11,0,2,3498,0,136,10,0
42,6,2,1,-1141,0,408,16,0
34,3,2,0,1402,0,347,22,0
59,10,2,1,-841,0,66,13,1
46,3,1,0,5777,0,582,15,0
40,7,1,0,3616,1,71,3,0
61,9,1,0,1984,1,163,3,0
20,7,2,2,1360,0,33,22,0
19,10,2,3,4267,0,826,28,1
27,6,1,3,2567,1,216,2,0
53,6,1,1,4694,0,188,10,1
24,1,1,0,310,1,682,14,0
37,4,0,1,3341,0,14,28,0
56,1,1,0,3687,1,964,6,1
51,3,2,1,2875,0,101,13,0
53,11,0,2,5426,1,170,25,0
49,4,1,3,2245,1,854,14,0
45,11,0,3,4194,0,276,4,0
52,9,1,3,5927,1,76,23,0
54,8,1,3,1026,1,47,12,0
32,11,0,3,241,0,442,1,0
64,7,0,3,-161,0,232,21,0
38,6,1,3,-1501,0,280,17,0
43,6,0,3,-2969,1,614,15,1
54,0,1,2,3798,0,69,8,0
48,10,1,3,905,0,565,3,0
50,10,2,0,4318,1,233,16,0
26,2,1,3,2355,0,98,4,0
42,6,2,1,998,1,80,5,0
37,3,1,2,227,0,168,12,0
50,10,0,0,108,0,80,15,0
43,3,1,0,397,1,5,4,0
43,7,0,1,-1197,0,532,25,0
39,0,0,2,3147,1,263,16,0
25,0,0,1,-149,1,130,1,0
59,11,1,3,4386,1,440,22,1
63,4,0,3,2890,0,60,1,0
46,9,2,1,-2634,0,34,29,0
50,4,2,1,3643,0,184,3,0
52,0,2,1,6583,1,27,7,0
55,1,0,1,8150,1,332,5,0
23,1,0,1,4835,0,149,17,0
43,10,1,2,3396,0,111,21,1
44,11,1,2,1678,1,4,25,0
52,3,1,3,3850,1,18,20,0
44,11,0,0,-4304,0,295,18,0
38,10,2,3,2685,0,365,15,0
35,2,1,3,3225,0,372,9,0
45,3,2,1,-1116,1,405,22,0
59,5,0,1,1189,0,343,2,1
44,5,1,2,598,1,33,8,0
45,8,2,3,-5319,0,210,9,0
41,11,0,2,3068,0,663,4,1
38,5,2,1,1608,0,37,26,0
29,0,1,0,-29,0,32,17,0
38,10,1,0,1926,1,1066,5,1
18,6,0,1,-74,0,136,25,0
40,2,0,3,3714,0,170,14,0
37,11,1,1,155,0,136,14,0
24,2,0,2,1472,0,394,18,0
18,11,1,3,511,1,191,20,0
37,3,0,0,4801,0,211,21,1
42,4,2,3,4868,0,5,3,1
47,4,0,3,-506,0,52,15,0
35,3,0,1,1040,0,711,3,0
46,8,2,0,602,1,98,10,0
18,3,2,2,438,1,172,15,0
43,11,1,3,-1590,0,433,26,1
46,9,0,2,2851,1,58,7,0
30,1,2,2,-5518,0,127,6,0
47,6,1,2,966,1,212,7,0
49,4,1,1,2092,1,403,13,0
33,5,1,0,-2102,1,450,29,0
59,2,0,0,-572,1,256,15,0
55,7,1,3,813,1,3,25,0
53,11,2,1,-1876,1,1690,4,1
53,7,2,1,7590,0,44,19,0
42,8,2,1,8286,1,326,4,0
31,7,0,3,-4736,1,220,8,0
34,5,2,1,-574,0,474,4,0
64,1,2,0,3587,1,54,14,0
37,9,0,1,-17,1,120,21,0
36,6,0,2,-3517,1,174,21,0
39,1,1,3,5804,1,26,6,0
26,9,2,0,2962,1,561,12,0
21,3,1,1,7723,0,43,21,0
31,0,1,3,5667,0,86,29,0
40,9,2,0,2392,1,211,20,0
38,0,1,3,-2038,0,376,7,0
62,4,1,2,1648,1,42,22,0
40,10,2,3,-2781,1,841,16,0
46,1,1,0,5627,0,866,29,0
21,7,2,0,5045,1,47,16,0
45,8,1,2,815,1,478,27,1
49,10,2,0,-1788,1,281,27,0
48,3,0,3,4982,1,318,11,0
52,2,2,3,-1258,1,24,17,0
48,2,0,2,-2799,1,165,18,0
48,5,2,1,6118,1,24,22,0
46,11,0,0,-2488,1,34,13,1
33,5,2,3,-994,0,29,16,0
73,4,0,0,898,0,26,29,0
69,9,0,3,-4264,1,170,26,0
54,9,2,2,3537,0,20,26,0
47,0,0,0,1333,1,158,9,0
41,2,1,1,4647,0,225,10,0
57,10,1,1,1114,1,132,15,0
30,4,0,0,1240,0,51,2,0
30,6,0,0,-1160,0,138,1,0
53,8,0,1,2880,1,215,24,0
23,2,1,3,-2938,0,39,3,1
30,1,2,1,2450,0,91,11,0
33,2,2,0,4109,0,566,22,0
41,0,0,1,-1340,1,201,8,0
42,10,1,0,2334,0,209,25,0
20,10,1,0,2981,0,45,10,0
33,3,2,1,4163,1,1,21,0
63,3,2,2,3436,0,12,18,0
37,1,1,3,1651,1,171,20,0
40,5,2,3,-215,0,344,24,0
53,3,1,2,-111,0,334,26,0
35,4,0,1,-600,1,551,6,0
24,11,0,1,1060,0,34,29,0
29,7,1,1,3287,0,92,27,0
52,10,0,1,-2025,0,281,29,0
48,9,2,2,-3483,0,40,22,0
42,3,0,2,4389,1,534,22,1
48,3,1,2,-4001,0,145,24,0
42,6,0,1,1662,1,96,17,0
43,5,1,0,3064,1,251,4,0
42,0,2,0,653,0,133,14,0
60,3,1,3,2726,1,263,21,0
64,6,1,0,2353,0,58,3,0
40,8,2,2,-1845,1,116,3,0
28,0,0,2,5190,0,611,2,0
21,8,2,1,2049,0,520,4,0
44,10,1,2,793,1,68,21,0
18,1,1,0,1824,1,535,1,0
36,0,1,2,4655,0,139,12,0
30,10,1,2,-53,0,2,4,0
48,1,1,1,4346,1,1124,17,0
43,11,1,1,5992,1,192,2,0
31,4,0,1,5877,1,683,16,0
44,6,0,2,2756,1,478,12,0
45,11,0,1,-1855,1,226,4,1
23,9,1,0,71,0,159,27,0
36,3,1,0,429,1,172,12,0
30,10,0,1,711,1,510,26,0
45,11,1,0,4006,0,83,8,0
51,4,1,2,3832,0,246,26,0
46,6,1,1,8319,1,365,8,0
36,7,2,0,1753,0,418,4,0
36,9,0,2,3714,1,629,13,0
31,9,2,2,656,1,48,1,0
33,3,2,1,-1477,1,109,21,0
45,9,2,1,-1441,1,116,4,0
43,7,1,1,-960,1,549,9,0
32,5,2,3,-222,0,240,17,0
49,10,1,2,-2149,1,427,26,0
52,10,0,0,5888,0,50,18,0
44,1,1,2,5635,1,140,27,0
35,1,1,1,5292,0,489,17,1
35,2,0,0,4414,1,562,3,0
24,4,0,1,-274,1,389,8,0
56,10,1,1,4158,0,394,27,0
26,2,2,2,14,1,93,11,0
41,9,0,0,2357,1,35,6,0
41,0,2,0,-2729,0,259,17,0
34,7,0,1,2832,1,55,16,0
23,10,2,3,4825,0,88,6,0
38,11,2,3,4001,1,108,22,0
54,7,0,1,2772,0,38,5,0
45,0,1,3,913,1,102,9,0
38,5,2,1,6699,1,165,10,0
38,8,2,3,-43,0,466,8,0
47,10,2,3,2296,1,451,19,0
34,1,2,0,6146,1,1592,5,0
22,0,1,2,-2456,0,490,18,0
40,0,1,1,-740,1,220,28,0
26,1,0,0,-1876,0,200,22,0
32,1,1,2,-2396,1,442,29,0
45,5,1,2,5467,0,573,12,0
51,1,2,2,-1388,1,107,19,0
41,10,0,0,3415,1,123,4,0
21,2,0,2,-629,0,91,26,0
43,0,0,2,2820,1,193,4,0
37,8,0,3,-2775,1,139,8,0
48,3,0,0,-448,1,210,9,0
40,0,0,2,-316,1,497,2,0
39,2,2,0,136,1,208,2,0
33,1,1,2,1460,0,358,24,0
24,3,2,2,-303,0,245,2,0
46,11,1,1,2142,1,780,20,0
38,5,0,2,5111,1,42,27,0
18,7,2,0,-206,0,561,13,0
43,3,0,1,4040,1,146,28,0
52,6,2,2,3839,1,128,5,0
40,8,2,3,-585,1,162,11,0
39,11,2,3,4971,1,423,21,1
41,0,0,1,21,1,74,3,0
40,4,1,0,4704,0,426,23,0
34,7,1,1,466,1,373,10,0
42,1,1,0,777,0,21,5,0
18,1,2,0,-2872,0,19,1,0
35,7,1,3,2897,1,148,15,1
57,1,0,2,1187,1,137,1,0
45,5,0,3,3577,1,30,18,0
33,0,0,3,-2039,0,166,13,0
48,10,1,1,-1819,1,6,8,0
19,10,0,3,-1159,1,278,17,0
50,11,2,2,5899,1,124,19,0
41,1,2,3,3416,0,19,26,0
58,1,2,0,7150,1,205,26,0
18,6,1,3,-2846,0,25,16,0
58,2,2,0,-1215,1,87,24,0
18,10,1,1,2454,1,79,8,0
27,7,0,1,2171,1,64,10,0
63,2,0,2,-613,1,509,13,0
31,3,0,0,783,0,121,2,0
35,6,0,0,2255,0,382,2,0
44,2,0,0,6026,1,481,19,0
42,7,0,0,6642,0,173,23,1
42,3,1,2,1909,1,48,15,0
39,7,0,2,-1786,1,42,4,0
22,11,2,0,569,1,257,3,0
31,9,0,0,3001,1,497,25,0
42,5,0,0,-3024,0,22,2,0
18,5,2,0,1037,1,301,9,0
61,2,1,2,650,1,241,28,0
43,3,2,1,-384,1,147,1,0
24,5,2,0,3363,1,167,3,0
25,0,1,1,-2934,0,463,29,0
40,6,2,3,-3297,0,127,12,0
23,4,2,2,-219,0,512,28,0
39,1,1,2,5151,0,288,13,0
20,5,0,2,1425,0,215,26,0
37,0,0,3,6028,1,52,17,0
49,2,0,1,2473,1,279,27,0
49,10,0,0,-968,0,24,11,0
31,11,1,1,8306,0,291,23,0
47,0,0,0,3786,1,27,16,0
38,3,1,1,4562,0,1087,1,0
40,11,0,0,3335,1,125,27,0
56,10,1,3,-1402,0,2951,18,1
51,3,0,3,-2600,1,735,11,1
23,8,0,0,5133,1,618,3,0
54,5,2,3,4288,1,276,4,0
45,6,2,3,4237,1,772,11,0
44,2,2,3,2871,1,353,17,0
57,6,1,0,-2234,1,137,27,0
41,5,0,2,2738,0,602,24,0
25,9,2,1,2671,0,401,8,0
32,3,0,3,-3647,1,162,8,0
37,7,1,0,422,1,80,6,0
32,1,1,3,5273,1,61,3,0
37,1,2,3,-5940,0,173,1,0
42,5,1,0,997,0,248,19,0
36,7,0,2,-2082,1,121,10,0
58,9,1,0,4230,0,519,2,0
45,9,2,0,-237,1,472,13,0
35,5,2,3,4762,0,256,5,1
48,11,1,3,2538,0,927,12,1
39,5,2,2,-1153,0,398,10,0
44,6,1,1,-3880,0,141,21,0
63,9,2,1,2840,1,313,4,0
52,1,0,0,-281,0,267,29,0
44,4,1,0,-856,1,76,14,0
49,2,2,1,-261,1,115,18,0
38,9,2,1,8897,0,462,25,1
38,5,0,2,-1102,0,180,20,0
62,9,0,0,4393,1,374,11,0
55,9,2,1,1555,1,174,8,0
40,0,1,2,3414,0,16,9,0
31,6,2,1,1238,1,507,5,0
52,3,0,2,4466,1,217,25,0
33,10,0,2,2667,0,475,15,0
24,7,0,1,3826,1,300,9,0
37,1,1,3,1749,0,39,6,0
38,8,2,1,-64,0,830,1,1
37,3,0,0,3709,1,227,6,0
47,8,0,0,2273,0,348,25,0
49,11,1,2,3065,0,592,27,0
55,0,2,3,4780,0,104,14,0
21,9,0,2,-747,1,17,22,0
39,3,1,1,534,0,58,4,0
52,3,0,0,-1368,1,102,23,0
50,0,2,1,-2961,1,4,16,0
18,10,1,3,6326,1,475,4,0
18,4,0,2,-114,1,55,12,0
50,0,1,0,1532,1,105,21,0
45,1,2,2,1843,0,26,26,0
42,11,1,1,3434,0,93,22,0
58,0,1,0,-2248,1,756,24,0
70,11,0,0,-399,0,41,18,0
43,9,1,1,7492,0,954,4,1
47,0,0,0,-4112,1,593,23,0
43,0,0,1,1251,1,21,4,0
34,10,1,2,4211,1,369,15,0
38,0,0,3,-2886,0,292,23,0
57,7,1,2,1813,1,121,26,0
31,6,2,0,743,0,542,18,0
39,11,0,2,684,0,405,2,0
23,10,2,2,-4883,0,89,16,0
45,10,0,0,1956,1,59,7,0
33,8,0,1,3138,1,8,4,0
40,4,0,0,-1835,0,10,14,0
21,10,1,2,158,1,918,27,1
35,10,2,1,-3149,1,46,7,0
54,11,2,3,4093,1,588,5,0
42,8,0,0,2517,0,148,9,0
26,2,0,2,2472,0,150,15,0
44,2,1,2,843,1,163,3,0
42,11,0,1,3223,1,141,11,0
29,3,0,1,-350,1,785,1,1
44,4,1,3,-637,0,56,23,0
33,10,1,3,-7,0,73,26,0
27,9,2,3,7318,0,1216,16,1
59,11,1,3,-2855,1,582,14,0
42,11,1,2,7175,0,15,13,0
21,8,2,1,286,0,196,18,0
49,4,1,1,1522,1,1,20,0
26,10,0,2,4479,0,229,10,0
38,10,0,2,-496,0,418,6,0
47,1,2,0,-109,1,379,11,0
27,4,1,3,-3861,0,61,6,0
51,2,0,3,2313,0,587,25,0
40,6,0,2,3073,1,311,15,0
48,3,1,3,3625,0,24,7,0
33,2,1,1,2494,0,716,21,1
33,7,1,0,1129,1,65,16,0
74,2,0,1,987,1,835,13,0
46,5,1,1,701,1,202,27,0
31,10,2,1,3819,0,8,5,0
36,11,0,3,-56,1,15,23,0
44,7,0,3,5967,0,94,23,0
54,7,2,2,1720,0,357,13,0
42,7,0,1,1521,1,501,17,0
18,3,0,2,1020,1,526,5,0
47,9,1,3,3019,0,170,11,0
33,0,2,3,-2775,1,53,17,0
55,11,1,3,3265,1,311,7,0
43,7,2,0,-779,1,222,1,0
64,1,2,1,-170,1,65,11,0
42,10,2,1,4550,1,34,9,0
74,4,2,1,-3261,1,25,16,0
37,11,1,3,2046,1,206,13,0
35,2,0,0,6216,1,143,27,0
63,11,2,2,-2355,0,79,10,0
42,3,1,1,575,1,76,5,0
31,9,1,3,-5359,1,283,6,0
60,0,2,1,2828,1,454,25,0
40,10,0,3,203,1,503,19,0
49,0,2,1,5114,1,1045,17,0
57,9,2,1,-608,0,161,7,0
40,5,0,0,-1635,1,390,3,0
44,7,0,0,754,1,642,1,0
54,5,2,1,-306,0,229,18,0
65,3,2,2,-3582,0,500,6,0
43,8,2,2,4902,1,6,7,0
51,9,1,0,4206,0,28,19,0
44,9,2,1,5647,1,263,11,0
39,7,0,0,1180,1,360,8,0
24,11,2,1,-2065,1,404,12,0
30,6,1,2,-3842,0,501,20,0
42,7,2,2,-135,0,249,17,1
44,0,0,3,7176,1,14,10,0
51,9,2,0,-1522,1,155,28,0
46,11,1,0,5240,0,656,19,0
51,9,2,0,692,0,375,13,0
42,1,1,2,3115,1,58,17,0
19,11,0,3,-3659,1,245,20,0
38,8,1,1,867,1,488,16,0
50,4,2,3,-4483,1,603,2,0
51,4,0,3,2425,1,388,21,0
32,5,0,3,2277,1,288,11,0
41,9,0,1,2490,0,516,24,1
45,6,1,1,706,0,284,18,0
25,0,1,3,961,1,142,2,0
23,4,1,0,-1849,1,371,29,0
52,8,2,1,6785,1,78,20,0
42,0,2,1,4335,1,252,27,0
40,4,1,0,-2557,1,535,26,0
41,11,1,0,287,1,112,18,0
35,8,0,0,4053,1,6,22,0
49,1,2,3,1398,1,600,4,0
43,11,0,2,5222,1,235,9,0
37,0,1,1,5130,1,378,18,0
53,11,2,0,2064,0,164,9,0
50,11,2,0,-1257,1,226,6,0
39,1,0,3,6334,1,502,15,0
43,7,2,1,2561,0,123,18,0
40,2,1,2,236,1,654,5,0
44,11,2,3,-673,0,249,18,0
57,2,0,0,4695,1,367,29,0
41,4,1,3,1917,1,456,24,0
34,10,2,2,4447,1,10,16,0
37,8,0,0,-516,1,987,6,1
44,2,2,2,-512,1,77,9,0
30,10,0,1,7111,0,53,16,0
54,8,1,0,1626,1,303,9,0
21,10,0,0,-1026,0,302,24,0
32,3,1,2,9153,1,415,18,1
28,6,2,3,-2659,1,82,22,1
27,3,0,3,4287,0,197,14,0
24,11,0,2,5354,0,32,14,0
18,5,2,2,2308,0,8,11,0
41,9,2,1,-304,0,94,5,0
49,6,1,2,7893,1,8,17,0
30,8,2,3,-2336,0,123,14,0
35,9,1,3,-3435,0,80,12,0
36,11,1,0,-356,0,301,4,1
39,5,2,0,-374,1,132,13,0
36,7,1,1,-1245,1,157,15,0
33,3,0,1,-5751,0,265,5,0
49,10,0,3,1073,0,252,29,0
33,10,0,2,4975,1,404,15,0
36,11,0,2,4013,0,522,22,0
40,6,1,1,3986,0,564,4,0
49,4,2,3,-2174,1,186,4,0
33,9,1,2,5035,0,774,23,0
36,5,0,2,-2466,1,1107,23,1
53,11,0,2,2921,1,67,14,0
21,2,1,0,778,1,112,4,0
24,4,0,0,2222,1,155,4,0
23,10,1,0,5460,0,193,25,1
49,0,0,1,1442,0,586,28,0
50,8,2,3,2329,0,566,21,0
40,8,2,1,2552,1,20,6,0
47,1,0,1,-1971,0,61,29,0
46,4,0,3,-2972,0,5,16,0
52,11,1,1,1042,0,336,17,0
36,8,0,1,5905,0,25,18,0
36,0,1,3,776,1,50,20,0
